Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,LoanApproved
31,500,Employed,Master,6,24760,36,Single,3,Rent,168,0.1222252354768056,2,1,0,Home,0,15,20,2593,129,12750,12673,4758.75,0.7130921503679093,6,0
42,536,Employed,Bachelor,21,30150,60,Married,0,Own,343,0.4110981671499558,1,3,0,Debt Consolidation,0,19,5,8298,2785,33961,20305,2395.9166666666665,0.8500267069542693,7,0
43,547,Employed,Bachelor,17,17390,24,Married,2,Mortgage,308,0.1436437837044899,3,0,0,Debt Consolidation,0,28,10,12906,4746,131041,11319,3630.5833333333335,0.7653277557835397,3,0
31,575,Employed,Master,6,27214,36,Married,1,Own,347,0.2162748337056839,2,1,0,Other,0,20,2,4698,1891,99134,46478,1676.0833333333333,0.8050181673943958,1,0
62,682,Unemployed,Master,41,13197,120,Married,5,Own,347,0.2206098600903152,0,2,1,Auto,0,22,27,4853,730,51962,68554,4386.083333333333,0.7323448370903589,9,0
45,557,Employed,Associate,25,10868,84,Single,0,Own,826,0.1852083569009087,7,4,0,Home,0,18,17,3489,357,79807,54410,7801.416666666667,0.8024603090900825,8,1
25,574,Employed,Doctorate,3,5163,96,Married,3,Rent,365,0.3068512432051159,3,0,0,Debt Consolidation,0,27,26,3141,42,38198,5950,2856.333333333333,0.6432778154586831,6,0
47,587,Self-Employed,High School,25,12824,36,Married,0,Rent,103,0.6251110136059772,2,2,0,Debt Consolidation,0,30,5,1622,1914,63582,13848,2151.583333333333,0.7311656082725878,6,0
28,546,Employed,Doctorate,5,11336,36,Married,1,Mortgage,533,0.0749757526584197,2,2,0,Debt Consolidation,0,27,28,1517,1581,125642,21847,6018.333333333333,0.8586571733035676,9,1
49,594,Employed,High School,28,5789,24,Single,0,Mortgage,148,0.3107083947287454,3,4,0,Debt Consolidation,0,32,1,1632,524,87958,20361,2502.6666666666665,0.916058478710454,7,0
53,545,Employed,Associate,29,39203,12,Single,3,Rent,189,0.4386562711710819,2,0,0,Debt Consolidation,0,26,18,21809,322,22131,31385,21636.58333333333,0.6294477479731049,3,1
30,628,Self-Employed,Master,7,15647,48,Married,1,Mortgage,770,0.3295258830768796,3,1,1,Debt Consolidation,0,31,5,8060,2519,52153,9039,4853.166666666667,0.6520002745778942,4,0
51,618,Employed,High School,29,21715,48,Married,5,Rent,264,0.2848807974783398,2,1,0,Debt Consolidation,0,30,4,2879,4094,33213,16233,7662.75,0.8565896611314722,10,1
44,609,Employed,High School,23,33644,60,Divorced,1,Rent,816,0.0834704033900283,3,0,0,Home,0,28,21,1967,2124,64119,23197,1853.0833333333333,0.74758521576362,3,0
49,653,Employed,Bachelor,27,36208,12,Married,2,Other,375,0.2610447149526503,3,0,0,Debt Consolidation,0,32,28,2043,15912,70652,75471,6173.75,0.8407513173047919,6,0
62,633,Employed,Bachelor,41,18943,24,Divorced,2,Rent,545,0.5216435101841149,5,0,0,Home,0,24,9,966,1022,92153,124204,2780.833333333333,0.8363589085183586,5,0
37,553,Employed,High School,14,38934,48,Married,0,Own,782,0.2712565461457211,4,0,0,Home,1,26,11,636,1405,2612797,9589,3046.833333333333,0.4920743255317542,4,1
30,583,Employed,Associate,7,6423,36,Married,3,Own,374,0.1894535547286846,1,1,0,Other,0,20,6,2411,480,73838,16061,2138.1666666666665,0.6281619823189073,5,0
29,590,Employed,Associate,6,11657,120,Married,1,Rent,182,0.445935977119576,3,0,0,Auto,1,15,9,1570,510,61242,19771,6257.916666666667,0.8958779572566345,7,0
30,591,Employed,High School,4,20536,48,Married,2,Mortgage,638,0.3076862262550148,7,2,0,Auto,0,27,14,20114,475,124093,16677,4221.416666666667,0.6961833476119678,11,0
39,582,Employed,Bachelor,17,9741,36,Married,0,Other,558,0.0522357238300751,1,0,0,Home,0,30,17,2817,337,118511,49436,4058.9166666666665,0.8151823308796098,13,0
44,524,Employed,High School,19,23007,48,Single,4,Rent,472,0.2540217479680924,2,2,0,Auto,0,25,24,2596,152,10777,42553,8261.5,0.7571087604821021,6,1
43,581,Employed,Associate,20,40424,36,Married,4,Rent,340,0.2456170925788514,0,1,0,Home,0,28,12,3207,4229,102225,18198,4023.3333333333335,0.7211819879579198,2,0
49,568,Employed,Bachelor,27,24156,120,Married,0,Other,382,0.4188561574560084,2,0,0,Other,0,28,17,7110,252,161014,25181,7338.666666666667,0.7183138858213195,4,1
40,625,Employed,Master,18,17289,60,Married,0,Mortgage,280,0.0381954413523817,3,0,0,Education,0,24,26,3966,947,100795,5297,14821.25,0.4376470065062385,5,1
57,614,Employed,Bachelor,35,31937,12,Widowed,2,Own,497,0.1472038203843839,3,2,0,Auto,0,25,14,958,1312,32453,11335,4620.0,0.9196059262663318,4,0
36,558,Employed,High School,13,11938,36,Married,3,Rent,215,0.4871413459689579,1,1,0,Debt Consolidation,0,23,19,2782,1457,59951,7527,3698.0833333333335,0.8448341979999824,2,1
72,511,Employed,Bachelor,51,27962,24,Married,1,Own,364,0.1067163362071237,6,0,0,Debt Consolidation,0,26,6,1314,3522,89023,36001,9639.75,0.621282685530762,5,0
47,654,Employed,Master,27,13145,36,Single,5,Mortgage,210,0.1247277421292372,2,1,0,Education,0,27,6,687,411,85222,23228,13594.416666666666,0.8641471562710866,8,1
29,517,Employed,Bachelor,5,26850,72,Married,3,Mortgage,351,0.1694921328730161,5,0,0,Auto,0,22,3,1462,391,54547,10095,4332.416666666667,0.837484158288577,6,0
27,612,Employed,Associate,3,15007,60,Single,0,Mortgage,112,0.126320772975842,1,1,0,Education,0,23,8,1934,2041,133058,88914,2411.75,0.720013118653687,6,0
45,652,Unemployed,Doctorate,21,19372,48,Divorced,3,Own,697,0.24441493145149,2,0,0,Auto,1,26,6,3583,11199,288436,9076,9787.916666666666,0.7402011020414656,3,1
37,565,Employed,Bachelor,14,15091,36,Married,2,Mortgage,394,0.2163111726654191,1,1,0,Education,0,28,27,4080,422,12695,66526,5679.75,0.7484423617468884,3,1
48,579,Employed,Master,24,17310,36,Married,5,Mortgage,451,0.2410743506482596,2,0,0,Home,0,18,24,1689,949,31979,20558,9788.0,0.7982180239988403,5,1
45,579,Employed,Bachelor,21,61376,72,Married,0,Rent,565,0.3140071582874062,3,0,0,Home,1,34,7,922,542,29842,14843,7019.166666666667,0.894826038127962,3,0
39,515,Employed,High School,15,25068,24,Married,3,Mortgage,447,0.119513307240929,4,0,0,Education,0,17,10,3131,2447,68899,11745,3992.5,0.830638544989031,2,0
29,557,Employed,High School,8,27440,60,Married,1,Own,435,0.4760696725312704,5,1,0,Debt Consolidation,1,25,9,1785,543,9716,16781,3142.4166666666665,0.7397602744952096,5,0
21,540,Employed,Bachelor,1,12927,24,Single,0,Mortgage,182,0.1167416801898883,1,1,1,Home,0,21,8,1176,1252,159098,20357,6135.416666666667,0.92268772470023,7,0
34,592,Employed,Associate,12,17292,120,Married,4,Rent,385,0.3805188753690838,1,2,0,Education,0,28,9,3053,1330,44477,106504,1646.4166666666667,0.85013640411129,5,0
50,498,Employed,Associate,28,23552,12,Married,4,Rent,496,0.2366543880261757,1,2,0,Other,0,23,24,2429,1167,43095,13083,9251.666666666666,0.9291366372969364,2,1
42,553,Unemployed,High School,20,12176,60,Single,0,Rent,292,0.1763074530890557,8,1,1,Auto,0,22,9,4326,727,39483,98490,4516.833333333333,0.8493880497599409,8,0
25,620,Employed,Master,6,38807,48,Single,3,Other,210,0.7300222752172015,5,1,0,Debt Consolidation,0,38,9,2111,611,68351,27576,3015.333333333333,0.7871618924099528,5,0
42,603,Employed,Master,16,21883,60,Married,0,Rent,653,0.1184361050740646,3,1,0,Auto,0,31,12,2478,1449,326068,11532,4693.333333333333,0.8841559886152924,4,1
44,487,Employed,Associate,22,18609,60,Single,0,Mortgage,525,0.4198730262830971,2,0,0,Education,0,25,17,1370,300,24626,30649,9271.416666666666,0.9278688196147796,5,1
29,606,Employed,Bachelor,6,40220,36,Married,0,Mortgage,317,0.5136802341383394,4,6,0,Auto,0,31,9,14454,1521,82416,8200,4597.666666666667,0.8553367080777702,4,0
41,583,Employed,High School,16,16570,60,Married,2,Mortgage,158,0.2277590061052535,2,1,0,Home,0,23,4,713,862,22214,10612,2418.333333333333,0.9384970548532756,5,0
40,564,Employed,Bachelor,22,11236,24,Divorced,2,Mortgage,511,0.4284277726311846,2,1,0,Debt Consolidation,0,28,15,1477,5786,100659,7602,1665.8333333333333,0.885167782272192,4,0
26,600,Employed,Associate,5,25519,24,Single,1,Mortgage,326,0.3204075085915293,4,1,0,Auto,1,25,19,4763,4810,9573,128864,16370.166666666666,0.7471741389470106,9,1
44,630,Employed,Bachelor,22,38766,48,Single,0,Rent,206,0.1902325394109812,6,1,0,Auto,0,10,13,2332,494,90534,37492,1810.4166666666667,0.8438441020682367,8,0
46,472,Employed,Associate,24,31990,72,Married,3,Mortgage,352,0.2929852555840478,2,1,0,Debt Consolidation,1,27,24,11754,2781,22172,20084,4091.5,0.8471082963933592,1,0
52,640,Employed,Associate,30,11580,36,Married,3,Own,384,0.1881890183046389,5,2,0,Auto,0,19,25,9144,801,144771,65760,2755.083333333333,0.6461158552889833,5,1
52,550,Employed,High School,27,37597,36,Single,4,Other,917,0.1093319496441065,1,2,0,Home,0,22,4,3363,431,17299,34929,7589.75,0.8957328473623475,6,0
23,593,Employed,High School,0,28352,36,Single,2,Own,858,0.3652840764368677,5,2,0,Home,0,24,29,24249,1912,38825,12998,1439.1666666666667,0.3816037498559934,3,0
28,622,Employed,Master,4,12414,48,Divorced,2,Own,285,0.4682036444396825,6,1,0,Home,0,18,8,1133,4015,13939,5554,11469.583333333334,0.7127733371603431,5,1
46,613,Unemployed,High School,23,12648,96,Married,3,Mortgage,90,0.153657113448369,2,0,0,Home,0,30,28,2266,1008,25164,36282,3710.25,0.7801071390232356,4,0
46,576,Employed,High School,26,29172,48,Single,1,Mortgage,463,0.1263456167828552,3,2,0,Debt Consolidation,0,23,18,2493,1858,16901,30888,3416.5,0.4978172523342333,5,0
46,558,Employed,Associate,28,34869,108,Single,3,Rent,565,0.2884886563663097,1,1,1,Auto,0,26,20,15200,651,15851,29182,4153.25,0.9087468170605876,5,0
80,656,Employed,Associate,61,29111,72,Married,4,Rent,477,0.353579875365987,3,4,0,Auto,0,19,15,3972,2076,45290,66211,4038.5,0.8863451980299596,7,0
46,535,Employed,Bachelor,23,26549,48,Married,0,Rent,504,0.1098719155051626,2,2,0,Debt Consolidation,1,19,12,652,2447,29282,10542,3105.6666666666665,0.9183330891399824,8,0
53,628,Employed,Associate,30,20367,48,Single,1,Own,338,0.218746724578068,3,2,0,Auto,0,30,8,2369,1188,149155,52247,7126.0,0.9098410543966694,8,1
51,617,Employed,High School,29,22186,48,Widowed,5,Rent,236,0.2814973113910139,5,2,0,Home,0,23,20,10910,2098,54770,43575,1384.9166666666667,0.7843475856359179,3,0
47,490,Employed,High School,25,22280,84,Married,0,Own,920,0.0219195364517921,1,1,0,Other,0,28,26,1701,2417,21711,29011,2545.6666666666665,0.711992803188666,2,0
36,604,Unemployed,High School,9,60460,72,Married,0,Own,292,0.3449637152710574,2,1,0,Debt Consolidation,0,22,25,48211,772,67394,5965,9034.666666666666,0.8715322121515355,3,0
49,571,Employed,Associate,28,14526,24,Married,0,Rent,573,0.0985992669510242,3,0,0,Auto,0,19,4,23933,658,366111,44654,4687.916666666667,0.7498457630545147,3,1
30,510,Employed,Master,6,18086,36,Married,2,Rent,239,0.0966267479022237,6,0,0,Debt Consolidation,0,22,15,1038,4134,165933,34105,2982.9166666666665,0.8111418756881282,4,0
37,566,Employed,High School,14,23838,48,Divorced,2,Mortgage,671,0.1278379308546393,3,2,0,Home,0,24,25,2011,536,144098,56021,1740.1666666666667,0.7844869387345216,7,0
34,522,Employed,Bachelor,12,12419,48,Divorced,0,Other,194,0.4329456346470891,4,1,0,Education,0,28,15,2935,229,51753,3910,1797.75,0.9201862929842988,7,0
40,535,Employed,Bachelor,15,16775,36,Married,2,Mortgage,370,0.2801244623624745,2,1,0,Auto,0,26,12,3368,4485,106697,33353,7179.75,0.8526494039878054,5,1
67,626,Unemployed,High School,42,44904,108,Divorced,1,Rent,631,0.3895091098283876,6,0,0,Debt Consolidation,0,16,11,1303,5039,98472,15326,2475.6666666666665,0.7511872487094747,8,0
18,578,Employed,Bachelor,0,20677,36,Divorced,2,Rent,1093,0.2792779032275764,1,0,0,Debt Consolidation,0,26,20,6127,2578,36486,94587,6493.333333333333,0.853444466213955,4,0
48,574,Employed,Bachelor,24,82538,48,Married,1,Mortgage,572,0.0401105443376594,2,2,0,Auto,1,25,9,7826,502,24320,13229,2932.25,0.7158706722851017,4,0
20,544,Self-Employed,Bachelor,0,36261,36,Divorced,0,Mortgage,630,0.1186838574631247,0,2,0,Home,0,25,24,3678,1968,175920,10093,4441.583333333333,0.7917061644382016,3,0
34,614,Employed,Master,11,12604,24,Single,1,Rent,462,0.5457376738243693,6,1,0,Debt Consolidation,0,30,18,5395,399,13039,59277,4550.416666666667,0.8394215468961569,4,1
53,505,Self-Employed,Associate,30,36455,36,Married,1,Mortgage,674,0.4390978532691305,0,0,0,Debt Consolidation,0,34,14,3055,5057,138955,21422,3062.833333333333,0.7987333486812535,6,0
40,601,Employed,High School,19,38810,24,Single,0,Mortgage,153,0.4950801071880365,3,0,0,Home,0,12,25,6120,1145,171618,1466,3118.833333333333,0.6122977615148223,2,0
27,545,Employed,Bachelor,5,28201,60,Single,1,Mortgage,455,0.0889262496027724,3,2,0,Home,0,15,18,2290,5251,24830,65744,1250.0,0.7866230119630193,2,0
31,445,Employed,High School,10,91631,60,Married,3,Rent,285,0.4479217256116706,2,1,0,Debt Consolidation,0,29,16,1428,1002,72147,55009,2882.4166666666665,0.913455211747474,3,0
48,615,Unemployed,Associate,24,15122,36,Married,2,Mortgage,115,0.1711762535570972,4,1,0,Education,0,25,25,6834,1269,122221,6443,4715.333333333333,0.9298064896215747,5,1
31,537,Employed,Master,9,27822,60,Divorced,2,Mortgage,392,0.3132684195484376,4,2,0,Education,1,21,15,4771,4937,120149,5740,2731.4166666666665,0.8247088104386914,6,0
42,575,Self-Employed,Bachelor,22,20087,60,Married,0,Rent,582,0.4906214976465529,4,3,0,Home,0,29,4,12504,522,43108,19402,5908.416666666667,0.8960520067181497,5,0
40,574,Self-Employed,Associate,19,38284,48,Married,3,Rent,356,0.1458470952597986,5,1,0,Other,0,16,3,7697,4696,135135,52369,4348.666666666667,0.9144261805436192,8,0
32,506,Employed,High School,14,9077,36,Widowed,0,Rent,564,0.0995242227534924,2,2,0,Other,0,23,1,1218,7400,58686,11575,3620.9166666666665,0.7059163665411841,5,0
65,599,Employed,High School,43,17067,60,Single,4,Own,678,0.1846329506343811,1,1,0,Auto,0,23,26,22121,3206,38426,91806,1990.0833333333333,0.5809631132959967,4,0
47,550,Self-Employed,High School,24,21565,36,Single,2,Rent,499,0.2125094044867889,5,0,0,Debt Consolidation,0,28,12,41840,1886,70635,20206,3687.3333333333335,0.8720245133095422,5,0
18,551,Employed,Master,0,35284,84,Single,0,Other,264,0.2965692524382257,6,2,0,Home,0,23,27,2316,3975,302488,23662,1323.75,0.8481466640486499,1,0
42,599,Employed,Doctorate,16,28863,24,Single,4,Mortgage,337,0.6577604508520756,4,1,0,Other,0,25,7,823,554,197025,22402,3303.083333333333,0.7110369067251245,5,0
32,549,Employed,Bachelor,8,32798,72,Divorced,3,Own,176,0.5015655330324704,4,0,0,Auto,0,30,4,1382,446,100090,30965,4064.75,0.8044430879689629,4,0
50,564,Employed,High School,26,13574,84,Married,3,Other,361,0.7222491660505085,4,1,0,Debt Consolidation,0,33,6,2108,678,23314,73184,3600.6666666666665,0.7910425277768346,3,0
30,544,Employed,Bachelor,11,28715,60,Single,1,Rent,511,0.276851053054796,4,0,0,Home,0,25,12,3730,149,94880,7676,1555.1666666666667,0.8929806884383118,7,0
38,582,Self-Employed,Master,16,29658,48,Divorced,0,Rent,395,0.2847731321367094,3,1,0,Education,0,36,1,794,524,116610,14222,3517.4166666666665,0.9119749910208136,7,0
46,450,Employed,Master,24,44563,120,Married,1,Own,281,0.3917764046951245,1,0,0,Debt Consolidation,0,32,21,8172,1353,20670,6849,8268.5,0.6635489236069669,5,0
50,634,Employed,Bachelor,29,14474,72,Single,0,Mortgage,590,0.1014320071614884,3,0,0,Debt Consolidation,0,21,28,1524,5782,117515,46510,2273.25,0.646644684799492,1,0
25,603,Employed,Bachelor,4,33259,48,Single,2,Other,253,0.0631758511129543,1,1,0,Other,1,19,9,2500,627,125998,47479,1250.0,0.5716952202493,3,0
35,610,Employed,Bachelor,16,20920,36,Single,3,Mortgage,448,0.7454746291843386,4,0,1,Debt Consolidation,0,22,8,1654,860,5522,12731,6281.333333333333,0.9102016146101432,4,0
34,602,Employed,High School,14,9999,96,Single,3,Mortgage,312,0.019379253449884,1,0,0,Education,1,28,24,4662,1263,146709,21671,2091.333333333333,0.7724700101739357,1,0
32,606,Employed,Bachelor,8,36726,48,Married,0,Rent,570,0.2563830614063498,3,1,0,Home,0,26,1,3099,669,46874,110774,2901.4166666666665,0.8930420436236163,9,0
61,583,Employed,Bachelor,39,25261,24,Married,2,Mortgage,441,0.0375608964605936,3,3,0,Other,0,25,3,2656,298,24326,20178,5692.166666666667,0.8090083989784659,8,0
44,587,Employed,Bachelor,23,14635,48,Divorced,0,Mortgage,248,0.1062924249308045,4,2,0,Education,0,29,10,5121,838,45657,53110,4915.916666666667,0.7084653846179451,6,1
24,622,Employed,Bachelor,2,29532,96,Divorced,0,Mortgage,417,0.4755624175986784,4,2,0,Auto,0,23,17,1961,1088,143116,99055,7686.416666666667,0.923623511279254,7,0
51,628,Employed,Bachelor,26,25118,12,Widowed,0,Rent,1434,0.4476995325225973,4,2,0,Auto,0,24,23,917,645,18952,37802,4353.416666666667,0.8439205716517408,7,0
65,579,Employed,Bachelor,42,44037,48,Married,1,Rent,235,0.2364061288432686,3,1,0,Home,0,24,19,2825,1628,43020,11353,5533.916666666667,0.8152557776548154,5,0
52,565,Employed,High School,28,12684,36,Married,0,Rent,484,0.3345689133513748,3,2,0,Education,0,33,7,6135,440,93068,38320,1672.5833333333333,0.8227522521140915,9,0
21,589,Self-Employed,Master,0,18957,72,Widowed,1,Mortgage,530,0.3392535184817753,3,0,0,Education,0,11,16,1945,769,9667,61996,5779.666666666667,0.9313762919629602,1,0
34,536,Employed,Bachelor,13,13424,96,Single,2,Mortgage,852,0.1648517978475679,1,0,0,Debt Consolidation,0,25,19,2254,1243,52754,10360,2586.9166666666665,0.4602713584309764,1,0
55,509,Employed,Bachelor,32,18698,36,Married,3,Mortgage,1099,0.4277876848852618,2,0,0,Other,1,26,5,8564,5654,239980,27790,25000.0,0.7676418028148881,7,1
31,599,Employed,Associate,5,26572,60,Widowed,0,Other,189,0.5801713272829614,6,1,0,Auto,0,25,17,987,95,19661,15644,2852.75,0.7212052651584749,3,0
45,632,Employed,Master,20,35991,36,Married,0,Other,390,0.2243919717998011,1,0,0,Education,0,31,13,1014,1142,24707,4629,6822.25,0.9615760878406742,1,0
49,583,Self-Employed,Bachelor,25,17337,60,Married,3,Mortgage,290,0.1635140381464005,3,1,1,Other,0,27,29,1256,1395,390370,36001,6632.666666666667,0.729069826894548,6,1
28,589,Unemployed,Bachelor,5,31671,84,Single,0,Mortgage,256,0.3881664452652395,2,0,1,Auto,1,19,15,3160,709,295715,36072,3788.8333333333335,0.8435637563957952,3,0
39,530,Employed,Doctorate,14,29901,12,Single,2,Mortgage,350,0.1825249109874367,1,2,0,Debt Consolidation,0,17,20,4763,329,228464,157337,6327.666666666667,0.9664366433701548,6,0
18,555,Employed,Master,0,22942,48,Widowed,2,Other,179,0.0437097902051561,3,0,0,Other,0,18,1,4814,1667,58602,10820,13394.083333333334,0.9122160226640194,4,1
27,570,Employed,Bachelor,9,31897,96,Married,2,Mortgage,389,0.1479941767749165,5,2,0,Other,0,29,4,11187,1186,56865,54858,2445.75,0.5459463775764613,2,0
36,575,Employed,High School,16,16449,12,Married,1,Mortgage,195,0.272116971226163,4,0,0,Other,0,26,29,587,1172,69490,143736,1250.0,0.6566031594823903,2,0
25,630,Employed,Doctorate,2,7604,36,Married,1,Mortgage,165,0.2216575065597782,5,2,0,Education,0,22,8,3441,681,121192,18803,1891.5,0.7109753175819017,2,0
59,610,Employed,Doctorate,40,21413,48,Married,3,Own,642,0.2998318044591407,3,1,0,Home,1,20,4,2737,303,65900,15765,9832.416666666666,0.6132940460147523,6,1
22,462,Employed,High School,1,23503,120,Single,2,Rent,255,0.4089824110262728,7,0,0,Auto,0,23,28,2048,1157,37410,12303,2403.5,0.6248431898887868,10,0
34,589,Employed,Associate,13,23464,24,Married,1,Rent,310,0.2097904179976681,6,0,0,Debt Consolidation,0,27,26,1533,1145,15161,45400,16479.583333333332,0.76981833394127,7,1
41,588,Employed,Bachelor,19,51696,36,Married,2,Own,430,0.2302710467777223,4,1,0,Home,0,25,17,4479,253,25948,87065,6708.5,0.901259720924612,4,0
57,617,Employed,High School,35,28122,48,Single,0,Mortgage,410,0.1124610557166761,2,2,0,Auto,0,16,26,3388,79,117767,50710,2211.75,0.8729774658903148,7,0
22,578,Employed,High School,0,16797,96,Married,1,Own,339,0.1260465500160707,3,0,0,Home,1,20,21,1128,1296,17621,28738,1640.25,0.8766508953485161,8,0
53,635,Employed,Bachelor,29,31589,24,Married,3,Mortgage,86,0.2279128675095257,3,0,0,Education,0,23,12,12430,3377,99320,75842,3815.6666666666665,0.5640035753445708,6,0
40,562,Unemployed,Doctorate,18,27411,96,Married,1,Other,371,0.1498378456572485,3,0,0,Debt Consolidation,0,17,2,1321,1003,108513,4811,1339.1666666666667,0.9508111297938352,9,0
28,521,Employed,High School,6,28140,108,Married,0,Rent,470,0.2018527604178917,2,0,0,Debt Consolidation,0,16,14,2373,6029,13431,47593,3503.583333333333,0.8428359877314809,4,0
45,581,Employed,Master,25,27462,36,Single,4,Own,433,0.4521564849934903,1,1,0,Education,0,23,23,1362,596,72026,43396,7506.916666666667,0.9165326806528412,3,1
42,632,Unemployed,Master,17,12820,36,Married,0,Rent,412,0.0914950280432423,4,0,0,Debt Consolidation,0,20,27,2701,3032,13578,6641,2373.4166666666665,0.8107380803105276,9,0
32,597,Employed,Master,11,15725,36,Widowed,1,Mortgage,503,0.2830381832097021,2,1,0,Debt Consolidation,0,21,4,3453,1134,317610,19193,1356.1666666666667,0.5660694993145542,3,0
40,560,Employed,Associate,20,21634,36,Divorced,2,Mortgage,480,0.3718130643324897,4,1,0,Auto,0,32,25,5336,2204,143091,57162,2099.333333333333,0.8970956032452401,7,0
